compound_id,molecule_chembl_id,std_smiles,pchembl_value,standard_type,MW,LogP,HBD,HBA,RotBonds,TPSA,NumHeavyAtoms,NetCharge
ACT_051,CHEMBL1338774,O=C(CC(Nc1ccc(F)cc1)C(=O)OCC(=O)c1cccs1)c1ccccc1,5.55,IC50,411.454,4.366800000000003,1,6,9,72.47,29,0
ACT_052,CHEMBL7854,Nc1cc(C2=NOC(CNS(N)(=O)=O)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,5.23,Ki,580.0480000000002,0.9266000000000011,5,9,8,221.95,38,0
ACT_053,CHEMBL332907,N=C(N)NC(=O)CCNOC(=O)CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C1CCCC1,6.62,IC50,482.58200000000045,0.21837000000000417,6,8,13,186.94,34,0
ACT_054,CHEMBL5779643,Cc1cc(F)cc2c1NCC[C@@H]2C(=O)n1nc2c(c1N)CCN(S(C)(=O)=O)C2,5.05,IC50,407.47100000000023,1.4701199999999994,2,6,2,110.32,28,0
ACT_055,CHEMBL523575,CCCS(=O)(=O)N[C@@H](C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(C(=N)N)cc1)[C@@H](C)CC,6.66,Ki,499.70300000000026,1.5688700000000027,5,6,15,154.24,33,0
ACT_056,CHEMBL4646398,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(O)CN2CCc3cccc(C(=O)O)c32)c1,5.21,IC50,458.5580000000002,4.663500000000003,3,5,6,96.02000000000001,34,0
ACT_057,CHEMBL150138,NC(=O)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(N)=O)cc3)C2=O)cc1,5.54,Ki,374.44000000000005,3.4945000000000013,2,3,4,103.25,28,0
ACT_058,CHEMBL5429800,N#Cc1ccccc1C(=O)n1nc(-c2ccccn2)nc1NCc1ccccc1,6.8,IC50,380.4110000000001,3.512380000000001,1,6,5,96.49,29,0
ACT_059,CHEMBL1405770,CCN(CC)S(=O)(=O)c1ccc2c(c1)c(=O)c(C(=O)NCc1ccco1)cn2C,5.67,IC50,417.48700000000014,2.092,1,5,7,101.62,29,0
ACT_060,CHEMBL1463190,CC(=O)N1c2ccccc2N2C(c3c(C)c(C)cc(C)c3C)=NON12,5.47,IC50,336.39500000000004,3.532180000000002,0,5,1,48.38,25,0
ACT_061,CHEMBL4114319,COc1cc(C(=O)N2CC3(CC3)NC(=O)C2C)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,9.42,IC50,486.9310000000002,4.105600000000002,2,6,6,96.7,34,0
ACT_062,CHEMBL13151,O=C([C@@H](NS(=O)(=O)c1cnccc1N[C@H](CO)Cc1ccccc1)c1ccc(O)cc1)N1CCC(CCF)CC1,7.39,Ki,570.6870000000002,3.4205000000000014,4,7,12,131.86,40,0
ACT_063,CHEMBL329266,O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)CNCCCCCOc2ccccc2CN1,8.6,Ki,510.03800000000035,3.388600000000002,3,6,2,97.28,36,0
ACT_064,CHEMBL1613190,O=[N+]([O-])c1ccc(-c2nnc(CSc3nnc(O)n3C3CCCCC3)o2)cc1,5.39,IC50,402.4360000000002,3.7394000000000025,1,9,6,133.0,28,0
ACT_065,CHEMBL52638,N=C(N)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.44,Ki,541.183,3.7661700000000002,3,3,8,96.03999999999999,32,0
ACT_066,CHEMBL1808947,CCOC(=O)CN(Cc1cccc(F)c1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2,6.1,Ki,520.6050000000004,4.345770000000002,2,7,10,101.11000000000001,38,0
ACT_067,CHEMBL79409,O=C(/N=N/c1ccccc1)NNc1ccccc1,5.77,Ki,240.26600000000002,3.5070000000000006,2,3,3,65.85,18,0
ACT_068,CHEMBL1428752,Cc1ccc2c(c1)C1CN(C)CCC1N2C(=O)c1cn(-c2ccccc2)nc1-c1ccccc1,5.52,IC50,448.5700000000001,5.295820000000005,0,3,3,41.370000000000005,34,0
ACT_069,CHEMBL1812010,CCOC(=O)c1c(C)oc2cc(OC)c(OCc3oc4cc(OC)c(OS(=O)(=O)O)cc4c3C(=O)OCC)cc12,5.26,IC50,578.5480000000001,4.618620000000004,1,12,11,170.17,40,0
ACT_070,CHEMBL332578,NC(N)=NCCCNC(=O)[C@@H]1CS[C@H]2CC[C@H](N)C(=O)N21,5.29,Ki,314.415,-1.8426999999999953,4,5,5,139.83,21,0
ACT_071,CHEMBL69840,N=C(N)N1CCC[C@H](NC(=O)[C@@H]2CC[C@@H]3CCC[C@H](NS(=O)(=O)c4cccc5ccccc45)C(=O)N32)C1O,6.96,IC50,542.6620000000001,0.8226700000000022,5,6,5,168.92,38,0
ACT_072,CHEMBL5427224,CNC(=O)[C@@H]1CN(C(=O)[C@@H](Cc2ccccc2CNC(=N)N)NC(=O)N(C)C2CCOc3ccccc32)C[C@H]1c1ccc(OC)cc1,9.0,Ki,641.7730000000001,2.7427700000000046,5,6,10,162.10999999999999,47,0
ACT_073,CHEMBL1470528,C#CCSc1nncn1C(=O)/C=C/c1ccccc1,6.53,IC50,269.329,2.357,0,4,4,47.78,19,0
